id,web_name,team_name,position,price,ep_total,exp_minutes
741,Gray,Leeds,FWD,4.5,10.0,344.0034
366,A.Becker,Liverpool,GK,5.4,22.62,428.06899999999996
367,Mamardashvili,Liverpool,GK,4.3,22.62,357.3558
368,Pécsi,Liverpool,GK,3.9,22.62,357.28290000000004
369,Woodman,Liverpool,GK,3.9,22.62,357.25860000000006
370,Frimpong,Liverpool,DEF,5.7,22.62,381.61958888888887
371,Kerkez,Liverpool,DEF,5.6,22.62,359.33835
372,Robertson,Liverpool,DEF,5.8,22.62,343.84625
373,Virgil,Liverpool,DEF,5.9,22.62,368.4189
374,Konaté,Liverpool,DEF,5.4,22.62,407.7501944444444
375,Bradley,Liverpool,DEF,5.0,22.62,191.61606666666668
376,Gomez,Liverpool,DEF,4.9,22.62,0.0
377,Tsimikas,Liverpool,DEF,4.8,22.62,0.0
378,Nallo,Liverpool,DEF,3.8,22.62,374.9265
379,R.Williams,Liverpool,DEF,3.8,22.62,337.41089999999997
380,Ramsay,Liverpool,DEF,3.8,22.62,337.43385
381,M.Salah,Liverpool,MID,14.0,13.16,0.0
382,Wirtz,Liverpool,MID,8.1,13.16,379.3871466666667
383,Luis Díaz,Liverpool,MID,8.0,13.16,0.0
384,Gakpo,Liverpool,MID,7.3,13.16,183.49058000000002
385,Chiesa,Liverpool,MID,6.3,13.16,347.87298
386,Mac Allister,Liverpool,MID,6.2,13.16,357.0597333333333
387,Szoboszlai,Liverpool,MID,6.6,13.16,0.0
388,C.Jones,Liverpool,MID,5.4,13.16,355.49436000000003
390,Gravenberch,Liverpool,MID,5.6,13.16,370.7418
392,Endo,Liverpool,MID,4.9,13.16,0.0
393,Bajcetic,Liverpool,MID,4.3,13.16,0.0
394,McConnell,Liverpool,MID,4.4,13.16,0.0
395,Morton,Liverpool,MID,4.5,13.16,0.0
396,Nyoni,Liverpool,MID,4.3,13.16,310.813152
397,Darwin,Liverpool,FWD,6.5,10.0,0.0
398,Danns,Liverpool,FWD,4.3,10.0,0.0
499,Isak,Liverpool,FWD,10.3,10.0,0.0
661,Ekitiké,Liverpool,FWD,8.9,10.0,399.31285333333335
